// General information: 
//  MT Manager version: 2020.5.0 
//  XDA version: 2020.5.0 build 5678 rev 108182 built on 2021-02-04
// Device information: 
//  DeviceId: 00B4592C
//  ProductCode: MTW2-3A7G6
//  Firmware Version: 4.4.0
//  Hardware Version: 2.0.0
// Device settings: 
//  Filter Profile: human(46.1)
//  Option Flags: Orientation Smoother Disabled, Position/Velocity Smoother Disabled, Continuous Zero Rotation Update Disabled, AHS Disabled, ICC Disabled
// Coordinate system: ENU
PacketCounter,SampleTimeFine,Roll,Pitch,Yaw
34390,NaN,0.132949,-0.266435,-72.374289
34391,NaN,0.133317,-0.263924,-72.361455
34392,NaN,0.132911,-0.258019,-72.357009
34393,NaN,0.133178,-0.256747,-72.370099
34394,NaN,0.131021,-0.260907,-72.387375
34395,NaN,0.130309,-0.276873,-72.413122
34396,NaN,0.128818,-0.304057,-72.437540
34397,NaN,0.130404,-0.328486,-72.453041
34398,NaN,0.131110,-0.365847,-72.453730
34399,NaN,0.129342,-0.426309,-72.450651
34400,NaN,0.127588,-0.482923,-72.448241
34401,NaN,0.126445,-0.527009,-72.444022
34402,NaN,0.122713,-0.579618,-72.447177
34403,NaN,0.116269,-0.619624,-72.458855
34404,NaN,0.110750,-0.652791,-72.477919
34405,NaN,0.103665,-0.687709,-72.511768
34406,NaN,0.100505,-0.718968,-72.557920
34407,NaN,0.100608,-0.744162,-72.601240
34408,NaN,0.104006,-0.767087,-72.641021
34409,NaN,0.103375,-0.814965,-72.682671
34410,NaN,0.101822,-0.864347,-72.711488
34411,NaN,0.097182,-0.906248,-72.718441
34412,NaN,0.088568,-0.947974,-72.713763
34413,NaN,0.077581,-0.987549,-72.714692
34414,NaN,0.058095,-1.010251,-72.714942
34415,NaN,0.025051,-1.056859,-72.738157
34416,NaN,-0.021557,-1.118020,-72.811620
34417,NaN,-0.169175,-1.124453,-72.990417
34418,NaN,-0.401318,-1.077362,-73.231667
34419,NaN,-0.660194,-1.011001,-73.508748
34420,NaN,-0.826855,-1.011073,-73.763793
34421,NaN,-1.038680,-1.020545,-73.962246
34422,NaN,-1.152038,-1.049391,-74.187818
34423,NaN,-1.200517,-1.123039,-74.376264
34424,NaN,-1.207819,-1.220199,-74.589383
34425,NaN,-1.144390,-1.399374,-74.862771
34426,NaN,-1.092649,-1.710839,-75.113243
34427,NaN,-0.994596,-2.130140,-75.372873
34428,NaN,-0.839280,-2.670026,-75.599640
34429,NaN,-0.660684,-3.373629,-75.761286
34430,NaN,-0.485917,-4.247828,-75.871522
34431,NaN,-0.296190,-5.126679,-75.988688
34432,NaN,-0.052844,-5.837809,-76.118719
34433,NaN,0.234648,-6.513598,-76.234751
34434,NaN,0.524813,-7.232294,-76.306540
34435,NaN,0.825043,-8.099823,-76.402772
34436,NaN,1.181836,-9.240188,-76.547921
34437,NaN,1.598391,-10.608925,-76.712288
34438,NaN,2.030219,-12.337335,-76.797131
34439,NaN,2.437069,-14.407385,-76.750474
34440,NaN,2.771832,-16.908558,-76.586603
34441,NaN,3.076647,-19.860899,-76.362948
34442,NaN,3.343175,-23.035350,-76.153544
34443,NaN,3.558207,-26.229483,-75.984761
34444,NaN,3.685154,-29.222376,-75.822672
34445,NaN,3.761859,-32.066951,-75.685523
34446,NaN,3.773945,-34.761181,-75.575748
34447,NaN,3.823475,-37.172645,-75.572554
34448,NaN,4.039477,-39.648092,-75.780818
34449,NaN,4.410897,-42.551930,-76.157290
34450,NaN,4.625744,-45.567389,-76.345937
34451,NaN,4.542095,-48.197146,-76.278523
34452,NaN,4.457245,-50.339876,-76.279241
34453,NaN,4.562680,-52.396682,-76.455846
34454,NaN,4.529184,-54.851054,-76.465285
34455,NaN,4.239333,-57.479337,-76.158667
34456,NaN,3.714076,-59.945234,-75.599640
34457,NaN,3.080128,-61.996497,-74.932948
34458,NaN,2.436888,-63.484353,-74.311764
34459,NaN,2.015747,-64.511352,-73.932342
34460,NaN,1.884515,-65.109767,-73.863337
34461,NaN,2.052454,-65.294378,-74.111238
34462,NaN,2.136232,-65.299637,-74.308785
34463,NaN,1.988339,-65.250881,-74.319656
34464,NaN,1.678244,-65.200661,-74.192569
34465,NaN,1.126750,-65.294805,-73.819775
34466,NaN,0.508175,-65.419391,-73.356742
34467,NaN,-0.085460,-65.539838,-72.911454
34468,NaN,-0.767141,-65.750163,-72.402513
34469,NaN,-1.412542,-65.964463,-71.924975
34470,NaN,-1.953141,-66.129211,-71.553655
34471,NaN,-2.155589,-66.180527,-71.472695
34472,NaN,-1.960888,-66.089622,-71.732566
34473,NaN,-1.639177,-65.879125,-72.107935
34474,NaN,-1.253135,-65.547814,-72.554336
34475,NaN,-0.920067,-65.228013,-72.947525
34476,NaN,-0.826342,-65.010060,-73.100624
34477,NaN,-0.830978,-64.855802,-73.147697
34478,NaN,-0.833883,-64.732057,-73.171073
34479,NaN,-0.877392,-64.698320,-73.136145
34480,NaN,-0.925923,-64.677039,-73.113829
34481,NaN,-0.856148,-64.554937,-73.213889
34482,NaN,-0.707924,-64.393932,-73.386576
34483,NaN,-0.550564,-64.189935,-73.556814
34484,NaN,-0.280406,-63.878125,-73.824459
34485,NaN,0.115800,-63.415324,-74.216091
34486,NaN,0.606530,-62.708937,-74.705797
34487,NaN,1.210414,-61.741329,-75.318158
34488,NaN,1.855812,-60.583038,-75.977484
34489,NaN,2.454880,-59.190688,-76.621020
34490,NaN,3.023567,-57.540756,-77.265433
34491,NaN,3.484855,-55.610907,-77.837680
34492,NaN,3.892904,-53.330504,-78.377553
34493,NaN,4.302979,-50.954933,-78.931301
34494,NaN,4.636196,-48.514933,-79.397889
34495,NaN,4.800814,-45.947826,-79.756224
34496,NaN,4.968388,-43.328897,-80.139217
34497,NaN,5.136302,-40.566969,-80.539497
34498,NaN,5.208517,-37.509104,-80.849465
34499,NaN,4.991059,-34.136263,-80.944689
34500,NaN,4.618875,-30.505043,-80.922456
34501,NaN,4.185859,-26.707000,-80.884314
34502,NaN,3.759115,-22.956744,-80.849513
34503,NaN,3.387451,-19.442153,-80.840373
34504,NaN,3.142542,-16.266769,-80.865944
34505,NaN,3.053681,-13.435009,-80.974975
34506,NaN,3.076411,-10.989905,-81.181744
34507,NaN,3.215911,-8.880904,-81.419659
34508,NaN,3.412427,-6.889654,-81.671974
34509,NaN,3.571429,-4.813762,-81.904997
34510,NaN,3.636987,-2.457191,-82.066745
34511,NaN,3.616551,0.271159,-82.126061
34512,NaN,3.525343,3.342702,-82.051074
34513,NaN,3.353831,6.552504,-81.880407
34514,NaN,3.186286,9.641611,-81.825740
34515,NaN,2.938227,12.583938,-81.855531
34516,NaN,2.786461,15.217667,-81.999988
34517,NaN,2.701845,17.551162,-82.167348
34518,NaN,2.528302,19.721434,-82.422860
34519,NaN,2.374097,21.689846,-82.751691
34520,NaN,2.187230,23.517234,-83.109010
34521,NaN,1.918675,25.321791,-83.467032
34522,NaN,1.651903,27.076852,-83.770108
34523,NaN,1.417818,28.757915,-83.952959
34524,NaN,1.095189,30.332913,-84.027183
34525,NaN,0.890487,31.796876,-84.035721
34526,NaN,0.509746,33.085680,-84.186456
34527,NaN,0.280996,34.182972,-84.363392
34528,NaN,-0.066724,35.200749,-84.557462
34529,NaN,-0.213951,36.153200,-84.715880
34530,NaN,-0.519531,37.091327,-84.912645
34531,NaN,-0.660685,37.943699,-85.052954
34532,NaN,-0.795357,38.736279,-85.174992
34533,NaN,-1.000261,39.643588,-85.309719
34534,NaN,-1.348555,40.632846,-85.452323
34535,NaN,-1.649761,41.474357,-85.569823
34536,NaN,-1.943338,42.103454,-85.681164
34537,NaN,-2.180962,42.468826,-85.768959
34538,NaN,-2.368893,42.647201,-85.875272
34539,NaN,-2.526728,42.798653,-85.988722
34540,NaN,-2.614248,42.876886,-86.046724
34541,NaN,-2.655458,42.883686,-86.056369
34542,NaN,-2.669055,42.943085,-86.038085
34543,NaN,-2.706078,43.158626,-86.061233
34544,NaN,-2.731047,43.452630,-86.084387
34545,NaN,-2.730140,43.788558,-86.100900
34546,NaN,-2.702423,44.098607,-86.085829
34547,NaN,-2.696501,44.366859,-86.073574
34548,NaN,-2.743006,44.589047,-86.114309
34549,NaN,-2.838564,44.711274,-86.197773
34550,NaN,-2.979345,44.722015,-86.299899
34551,NaN,-3.161448,44.677817,-86.432081
34552,NaN,-3.394751,44.648311,-86.600545
34553,NaN,-3.646484,44.660348,-86.779233
34554,NaN,-3.850108,44.632336,-86.921712
34555,NaN,-3.964739,44.565654,-87.014012
34556,NaN,-3.961968,44.488213,-87.038866
34557,NaN,-3.836878,44.358721,-86.971711
34558,NaN,-3.616570,44.134880,-86.838464
34559,NaN,-3.329336,43.802459,-86.647587
34560,NaN,-3.034658,43.345327,-86.453117
34561,NaN,-2.757795,42.798562,-86.306620
34562,NaN,-2.502436,42.080660,-86.198813
34563,NaN,-2.324392,41.180282,-86.129732
34564,NaN,-2.165403,39.993672,-86.077259
34565,NaN,-1.984898,38.575156,-85.990910
34566,NaN,-1.784433,37.090715,-85.911993
34567,NaN,-1.540707,35.658197,-85.785637
34568,NaN,-1.262318,34.057913,-85.722327
34569,NaN,-0.858308,32.104362,-85.617327
34570,NaN,-0.380536,29.966899,-85.413111
34571,NaN,0.117738,27.898409,-85.177430
34572,NaN,0.571375,26.125792,-84.935391
34573,NaN,1.015235,24.400998,-84.731866
34574,NaN,1.456998,22.474151,-84.536162
34575,NaN,1.928102,20.208356,-84.417111
34576,NaN,2.406589,17.537203,-84.277395
34577,NaN,2.820212,14.742355,-84.058285
34578,NaN,3.090094,12.151043,-83.774363
34579,NaN,3.206691,9.929834,-83.500771
34580,NaN,3.257093,7.953283,-83.242774
34581,NaN,3.232468,6.157967,-82.953576
34582,NaN,3.173437,4.517676,-82.632088
34583,NaN,3.177774,2.740756,-82.353668
34584,NaN,3.244177,0.791431,-82.095521
34585,NaN,3.405334,-1.344646,-81.861984
34586,NaN,3.655355,-3.901062,-81.628877
34587,NaN,3.856185,-6.702332,-81.343175
34588,NaN,3.964184,-9.617347,-81.024975
34589,NaN,3.898538,-12.492531,-80.619025
34590,NaN,3.633989,-14.818435,-80.153980
34591,NaN,3.320893,-16.594634,-79.789273
34592,NaN,2.969033,-18.080785,-79.451361
34593,NaN,2.579570,-19.626282,-79.074933
34594,NaN,2.126469,-21.593016,-78.551656
34595,NaN,1.636534,-23.875244,-77.864585
34596,NaN,1.057755,-26.129032,-77.151272
34597,NaN,0.533038,-28.564172,-76.423401
34598,NaN,0.007977,-31.043114,-75.613258
34599,NaN,-0.557831,-33.178882,-74.843872
34600,NaN,-0.999132,-35.142981,-74.181432
34601,NaN,-1.416807,-36.970387,-73.541994
34602,NaN,-1.907045,-38.729668,-72.858470
34603,NaN,-2.502774,-40.514500,-72.088706
34604,NaN,-3.122235,-42.209998,-71.307786
34605,NaN,-3.861338,-43.814392,-70.510326
34606,NaN,-4.180320,-44.865447,-70.220448
34607,NaN,-4.095869,-45.485813,-70.393657
34608,NaN,-4.018881,-46.362794,-70.409780
34609,NaN,-3.978616,-47.336832,-70.342261
34610,NaN,-4.118328,-48.260090,-70.140387
34611,NaN,-4.416242,-49.163522,-69.797529
34612,NaN,-4.665691,-49.982489,-69.515706
34613,NaN,-4.856442,-50.660125,-69.312724
34614,NaN,-5.015078,-51.268435,-69.146538
34615,NaN,-5.115133,-51.861821,-69.038681
34616,NaN,-5.285278,-52.444610,-68.877045
34617,NaN,-5.395052,-52.950775,-68.787325
34618,NaN,-5.363707,-53.407744,-68.808247
34619,NaN,-5.302715,-53.756983,-68.851171
34620,NaN,-5.263305,-54.081152,-68.883231
34621,NaN,-5.292510,-54.387336,-68.864777
34622,NaN,-5.368312,-54.655817,-68.793957
34623,NaN,-5.443176,-54.889048,-68.708369
34624,NaN,-5.515409,-55.028600,-68.625846
34625,NaN,-5.596947,-55.048545,-68.548552
34626,NaN,-5.704650,-54.995162,-68.474942
34627,NaN,-5.864954,-54.926242,-68.346403
34628,NaN,-5.999509,-54.924362,-68.204606
34629,NaN,-6.039787,-54.961777,-68.144797
34630,NaN,-6.041430,-54.976086,-68.138455
34631,NaN,-6.027576,-54.941428,-68.172601
34632,NaN,-6.003278,-54.891339,-68.217833
34633,NaN,-5.952508,-54.808334,-68.281258
34634,NaN,-5.884970,-54.626890,-68.370909
34635,NaN,-5.832121,-54.320968,-68.463285
34636,NaN,-5.741847,-53.833710,-68.594235
34637,NaN,-5.591639,-53.037236,-68.792253
34638,NaN,-5.424761,-51.871510,-69.067048
34639,NaN,-5.075976,-50.649077,-69.451591
34640,NaN,-4.844667,-49.556376,-69.672330
34641,NaN,-4.582947,-48.425692,-69.922667
34642,NaN,-4.194872,-47.187668,-70.314221
34643,NaN,-3.627653,-45.703098,-70.929672
34644,NaN,-2.854453,-43.915262,-71.780560
34645,NaN,-1.928341,-41.799886,-72.822440
34646,NaN,-0.913932,-39.350717,-74.024906
34647,NaN,0.163907,-36.556870,-75.387887
34648,NaN,1.135066,-33.462307,-76.720502
34649,NaN,1.811520,-30.266733,-77.813456
34650,NaN,2.190322,-27.285025,-78.601859
34651,NaN,2.407161,-24.576940,-79.190035
34652,NaN,2.561793,-21.985019,-79.705770
34653,NaN,2.694228,-19.268260,-80.204876
34654,NaN,2.792491,-16.402127,-80.690754
34655,NaN,2.881305,-13.497046,-81.125316
34656,NaN,2.941144,-10.686766,-81.486136
34657,NaN,2.975654,-8.087984,-81.768991
34658,NaN,3.031662,-5.690978,-82.026781
34659,NaN,3.077502,-3.224071,-82.308347
34660,NaN,3.115211,-0.584918,-82.672167
34661,NaN,3.167228,2.025419,-83.100480
34662,NaN,3.206436,4.492417,-83.517982
34663,NaN,3.183584,6.785141,-83.867522
34664,NaN,3.141402,8.970014,-84.146923
34665,NaN,3.064174,11.137114,-84.375065
34666,NaN,2.970569,13.251303,-84.605511
34667,NaN,2.884648,15.224251,-84.792783
34668,NaN,2.720999,17.110161,-84.966738
34669,NaN,2.522681,18.960777,-85.117880
34670,NaN,2.425182,20.728759,-85.187938
34671,NaN,2.216008,22.400989,-85.224960
34672,NaN,1.997727,23.943225,-85.368516
34673,NaN,1.723023,25.487269,-85.673113
34674,NaN,1.366603,27.082680,-86.094936
34675,NaN,0.959893,28.717785,-86.510883
34676,NaN,0.503998,30.304748,-86.908751
34677,NaN,0.100220,31.697827,-87.269820
34678,NaN,-0.173141,32.828056,-87.545397
34679,NaN,-0.477790,33.812007,-87.740720
34680,NaN,-0.694681,34.711066,-87.836891
34681,NaN,-0.894258,35.566528,-87.840747
34682,NaN,-1.062854,36.349245,-87.691787
34683,NaN,-1.203246,37.047939,-87.495272
34684,NaN,-1.363031,37.785473,-87.354263
34685,NaN,-1.603801,38.581824,-87.308946
34686,NaN,-1.908636,39.377085,-87.427255
34687,NaN,-2.248801,40.160229,-87.613966
34688,NaN,-2.578646,40.887686,-87.761062
34689,NaN,-2.853034,41.533303,-87.874983
34690,NaN,-3.094661,42.093055,-88.008342
34691,NaN,-3.283286,42.535125,-88.152213
34692,NaN,-3.409892,42.872672,-88.258900
34693,NaN,-3.463164,43.153959,-88.282810
34694,NaN,-3.496294,43.439246,-88.271826
34695,NaN,-3.513373,43.742112,-88.224383
34696,NaN,-3.533383,44.113268,-88.170955
34697,NaN,-3.556969,44.537109,-88.099372
34698,NaN,-3.550499,44.962884,-87.992633
34699,NaN,-3.520059,45.387010,-87.858755
34700,NaN,-3.464299,45.739761,-87.673148
34701,NaN,-3.365518,46.001511,-87.451020
34702,NaN,-3.266746,46.187594,-87.254645
34703,NaN,-3.161678,46.270732,-87.076330
34704,NaN,-3.055006,46.214543,-86.967146
34705,NaN,-2.912180,46.032945,-86.859760
34706,NaN,-2.731114,45.771036,-86.700308
34707,NaN,-2.517311,45.484088,-86.525132
34708,NaN,-2.286706,45.158312,-86.337525
34709,NaN,-2.008744,44.806664,-86.108945
34710,NaN,-1.772069,44.622599,-85.967965
34711,NaN,-1.586248,44.535307,-85.892874
34712,NaN,-1.405526,44.418450,-85.854598
34713,NaN,-1.245468,44.234661,-85.871586
34714,NaN,-1.122345,43.958991,-85.952655
34715,NaN,-0.991775,43.534606,-86.034677
34716,NaN,-0.887847,42.892533,-86.210348
34717,NaN,-0.880626,41.749157,-86.689541
34718,NaN,-0.756889,39.968788,-87.255566
34719,NaN,-0.382462,37.623297,-87.583695
34720,NaN,0.041591,35.174204,-87.678539
34721,NaN,0.457947,32.801757,-87.575668
34722,NaN,0.904429,30.286397,-87.311796
34723,NaN,1.419391,27.423936,-86.906743
34724,NaN,1.925714,24.460670,-86.282971
34725,NaN,2.351388,21.776033,-85.499185
34726,NaN,2.650343,19.455515,-84.718834
34727,NaN,2.829954,17.592314,-83.996214
34728,NaN,2.994911,15.917735,-83.385774
34729,NaN,3.190847,14.075946,-82.900936
34730,NaN,3.370454,12.173323,-82.433025
34731,NaN,3.518792,10.226717,-82.018759
34732,NaN,3.615622,8.124864,-81.598139
34733,NaN,3.610782,5.938363,-81.107456
34734,NaN,3.528776,3.465292,-80.562086
34735,NaN,3.327004,0.764682,-79.899340
34736,NaN,2.991713,-2.088408,-79.159539
34737,NaN,2.584474,-4.845207,-78.403644
34738,NaN,2.127099,-7.096337,-77.749883
34739,NaN,1.764219,-8.911659,-77.259243
34740,NaN,1.488636,-10.384115,-76.878499
34741,NaN,1.302574,-11.589746,-76.603044
34742,NaN,1.197383,-12.750263,-76.432192
34743,NaN,1.074645,-13.729086,-76.354548
34744,NaN,0.878222,-14.411172,-76.331751
34745,NaN,0.595891,-14.988957,-76.315608
34746,NaN,0.175909,-15.640443,-76.210499
34747,NaN,-0.441590,-16.273862,-75.924500
34748,NaN,-1.189839,-16.678379,-75.549027
34749,NaN,-1.892275,-16.767739,-75.260469
34750,NaN,-2.456384,-16.447594,-75.133645
34751,NaN,-2.804046,-15.857228,-75.175752
34752,NaN,-3.018832,-15.196709,-75.279803
34753,NaN,-3.144343,-14.624209,-75.384358
34754,NaN,-3.224437,-14.254125,-75.470510
34755,NaN,-3.289263,-13.990543,-75.564053
34756,NaN,-3.339691,-13.593836,-75.744201
34757,NaN,-3.423871,-13.101613,-75.943662
34758,NaN,-3.583141,-12.588800,-76.118429
34759,NaN,-3.779912,-12.023028,-76.297640
34760,NaN,-4.017149,-11.378337,-76.457863
34761,NaN,-4.213276,-10.648060,-76.658837
34762,NaN,-4.359424,-9.786765,-76.913808
34763,NaN,-4.495268,-8.896061,-77.195240
34764,NaN,-4.607084,-8.047973,-77.496442
34765,NaN,-4.748722,-7.275546,-77.784827
34766,NaN,-4.926712,-6.456918,-78.114276
34767,NaN,-5.199192,-5.595964,-78.432477
34768,NaN,-5.497140,-4.822735,-78.697205
34769,NaN,-5.038219,-3.854037,-79.125016
34770,NaN,-4.139954,-2.835486,-79.800560
34771,NaN,-3.891474,-1.898438,-80.304016
34772,NaN,-3.685938,-1.262007,-80.571532
34773,NaN,-3.675380,-0.943518,-80.695187
34774,NaN,-3.756939,-0.771655,-80.762774
34775,NaN,-3.752014,-0.681035,-80.793684
34776,NaN,-3.598508,-0.670604,-80.845267
34777,NaN,-3.308817,-0.744452,-80.863188
34778,NaN,-3.031477,-0.816288,-80.875384
34779,NaN,-2.860331,-0.826982,-80.891040
34780,NaN,-2.731923,-0.840196,-80.885041
34781,NaN,-2.656133,-0.823484,-80.873421
34782,NaN,-2.620035,-0.791950,-80.861183
34783,NaN,-2.531548,-0.780369,-80.861172
34784,NaN,-2.356053,-0.808624,-80.881576
34785,NaN,-2.083210,-0.877241,-80.930971
34786,NaN,-1.672211,-1.000324,-80.972818
34787,NaN,-1.201953,-1.121707,-81.024763
34788,NaN,-0.681301,-1.211219,-81.063418
34789,NaN,-0.112059,-1.301276,-81.037487
34790,NaN,0.070120,-1.209443,-81.078891
34791,NaN,0.118095,-1.073810,-81.172249
34792,NaN,0.135573,-0.804498,-81.197766
34793,NaN,0.146506,-0.601423,-81.209848
34794,NaN,0.148599,-0.397406,-81.249302
34795,NaN,0.132151,-0.115377,-81.292935
34796,NaN,0.130568,-0.105728,-81.292348
34797,NaN,0.128054,-0.100459,-81.297603
34798,NaN,0.124816,-0.096210,-81.296549
34799,NaN,0.123037,-0.092027,-81.296874
34800,NaN,0.119505,-0.089631,-81.295896
34801,NaN,0.112633,-0.076752,-81.295243
34802,NaN,0.087907,-0.049930,-81.290658
34803,NaN,0.056023,-0.016599,-81.284657
34804,NaN,0.058911,-0.019355,-81.286810
34805,NaN,0.061133,-0.020759,-81.285804
34806,NaN,0.060084,-0.017914,-81.286057
34807,NaN,0.057713,-0.017427,-81.286531
34808,NaN,0.056235,-0.017364,-81.286083
34809,NaN,0.057917,-0.016749,-81.287549
34810,NaN,0.056572,-0.015759,-81.287874
34811,NaN,0.055004,-0.015426,-81.287422
34812,NaN,0.053496,-0.015365,-81.288592
34813,NaN,0.054437,-0.014581,-81.287750
34814,NaN,0.054504,-0.014839,-81.288684
34815,NaN,0.054641,-0.013895,-81.288769
34816,NaN,0.053164,-0.013831,-81.288322
34817,NaN,0.052532,-0.012724,-81.287716
34818,NaN,0.052731,-0.012056,-81.289424
34819,NaN,0.051162,-0.011714,-81.288972
34820,NaN,0.052773,-0.012294,-81.291287
34821,NaN,0.052776,-0.012269,-81.290600
34822,NaN,0.052071,-0.012365,-81.290844
34823,NaN,0.053783,-0.011731,-81.290693
34824,NaN,0.054015,-0.011059,-81.290783
34825,NaN,0.053081,-0.011799,-81.290249
34826,NaN,0.055185,-0.009590,-81.290033
34827,NaN,0.053581,-0.009246,-81.291199
34828,NaN,0.053679,-0.009500,-81.290516
34829,NaN,0.054586,-0.008706,-81.291293
34830,NaN,0.052976,-0.009567,-81.290074
34831,NaN,0.051535,-0.008291,-81.290395
34832,NaN,0.052539,-0.007780,-81.291177
34833,NaN,0.054248,-0.007141,-81.291027
34834,NaN,0.052608,-0.008005,-81.291425
34835,NaN,0.051034,-0.007653,-81.290974
34836,NaN,0.052678,-0.008230,-81.291673
34837,NaN,0.052175,-0.006180,-81.291842
34838,NaN,0.052408,-0.005507,-81.291934
34839,NaN,0.051608,-0.005314,-81.292174
34840,NaN,0.051068,-0.004480,-81.291575
34841,NaN,0.051975,-0.003679,-81.292352
34842,NaN,0.050335,-0.004543,-81.292750
34843,NaN,0.048759,-0.004187,-81.292300
34844,NaN,0.050701,-0.002907,-81.292929
34845,NaN,0.049764,-0.003637,-81.292396
34846,NaN,0.049998,-0.002963,-81.292488
34847,NaN,0.049998,-0.002924,-81.291801
34848,NaN,0.050232,-0.002250,-81.291893
34849,NaN,0.051302,-0.000517,-81.291828
34850,NaN,0.049693,-0.001376,-81.290609
34851,NaN,0.048085,-0.001021,-81.291776
34852,NaN,0.050028,0.000261,-81.292406
34853,NaN,0.050026,0.000301,-81.291720
34854,NaN,0.049323,0.000207,-81.291965
34855,NaN,0.049453,0.001175,-81.292053
34856,NaN,0.048617,0.000154,-81.291525
34857,NaN,0.046905,-0.000410,-81.290301
34858,NaN,0.047376,0.002112,-81.293559
34859,NaN,0.048980,0.001845,-81.291020
34860,NaN,0.047474,0.001907,-81.292192
34861,NaN,0.045894,0.002273,-81.291743
34862,NaN,0.046768,0.001861,-81.291752
34863,NaN,0.046928,0.002840,-81.290224
34864,NaN,0.047133,0.003510,-81.291934
34865,NaN,0.048065,0.004330,-81.291096
34866,NaN,0.046158,0.001615,-81.289946
34867,NaN,0.049576,0.002881,-81.290336
34868,NaN,0.048071,0.002944,-81.291509
34869,NaN,0.048066,0.002998,-81.290824
34870,NaN,0.048138,0.002743,-81.291760
34871,NaN,0.047970,0.001866,-81.291918
34872,NaN,0.047269,0.001772,-81.292164
34873,NaN,0.046491,0.001990,-81.290789
34874,NaN,0.046697,0.002661,-81.292500
34875,NaN,0.048240,0.002394,-81.293195
34876,NaN,0.046735,0.002457,-81.294369
34877,NaN,0.046866,0.003443,-81.294458
34878,NaN,0.046031,0.002424,-81.293931
34879,NaN,0.046162,0.003412,-81.294020
34880,NaN,0.045430,0.003313,-81.295884
34881,NaN,0.045425,0.003378,-81.295199
34882,NaN,0.044086,0.004372,-81.295531
34883,NaN,0.044081,0.004438,-81.294846
34884,NaN,0.046029,0.005724,-81.295479
34885,NaN,0.043480,0.005334,-81.296800
34886,NaN,0.043718,0.006011,-81.296895
34887,NaN,0.043684,0.006072,-81.297828
34888,NaN,0.043921,0.006749,-81.297923
34889,NaN,0.044662,0.006648,-81.299546
34890,NaN,0.044630,0.005474,-81.298091
34891,NaN,0.044658,0.005549,-81.295790
34892,NaN,0.044731,0.005294,-81.296728
34893,NaN,0.046575,0.006896,-81.297357
34894,NaN,0.046813,0.007574,-81.297453
34895,NaN,0.046809,0.007644,-81.296769
34896,NaN,0.045470,0.008639,-81.297101
34897,NaN,0.043753,0.008101,-81.295879
34898,NaN,0.043962,0.008773,-81.297592
34899,NaN,0.043657,0.006984,-81.296975
34900,NaN,0.043731,0.006731,-81.297913
34901,NaN,0.045574,0.008336,-81.298543
34902,NaN,0.044101,0.008406,-81.298101
34903,NaN,0.043294,0.008633,-81.298344
34904,NaN,0.043699,0.010245,-81.297599
34905,NaN,0.043029,0.011402,-81.298618
34906,NaN,0.041721,0.012405,-81.297335
34907,NaN,0.041690,0.012475,-81.298268
34908,NaN,0.041824,0.012236,-81.295973
34909,NaN,0.041763,0.012298,-81.298523
34910,NaN,0.041703,0.011119,-81.298686
34911,NaN,0.040899,0.011350,-81.298929
34912,NaN,0.040973,0.011097,-81.299868
34913,NaN,0.040169,0.011329,-81.300112
34914,NaN,0.042257,0.013544,-81.301523
34915,NaN,0.040679,0.013939,-81.301077
34916,NaN,0.040754,0.013686,-81.302016
34917,NaN,0.042468,0.014373,-81.301872
34918,NaN,0.041769,0.014282,-81.302120
34919,NaN,0.042679,0.015124,-81.302904
34920,NaN,0.041981,0.015034,-81.303152
34921,NaN,0.041042,0.014340,-81.302621
34922,NaN,0.040982,0.013162,-81.302784
34923,NaN,0.041522,0.016942,-81.305205
34924,NaN,0.041357,0.014846,-81.302975
34925,NaN,0.041623,0.016775,-81.303845
34926,NaN,0.039850,0.014988,-81.303469
34927,NaN,0.039043,0.015221,-81.303714
34928,NaN,0.040059,0.015741,-81.304502
34929,NaN,0.041605,0.015497,-81.305199
34930,NaN,0.039967,0.014636,-81.305599
34931,NaN,0.038386,0.015033,-81.305154
34932,NaN,0.040342,0.016324,-81.305792
34933,NaN,0.040205,0.015479,-81.304334
34934,NaN,0.039643,0.016315,-81.305360
34935,NaN,0.040417,0.016235,-81.305368
34936,NaN,0.041433,0.016755,-81.306156
34937,NaN,0.040327,0.015134,-81.306466
34938,NaN,0.040900,0.017684,-81.304884
34939,NaN,0.040869,0.017762,-81.305820
34940,NaN,0.039397,0.017835,-81.305380
34941,NaN,0.040440,0.019609,-81.306941
34942,NaN,0.038833,0.018757,-81.305724
34943,NaN,0.038801,0.018832,-81.306660
34944,NaN,0.039044,0.019515,-81.306759
34945,NaN,0.038074,0.018818,-81.307845
34946,NaN,0.038287,0.019493,-81.309562
34947,NaN,0.036707,0.019890,-81.309118
34948,NaN,0.038665,0.021183,-81.309757
34949,NaN,0.037859,0.021417,-81.310003
34950,NaN,0.037967,0.021175,-81.309326
34951,NaN,0.039044,0.022952,-81.309272
34952,NaN,0.038377,0.022872,-81.307906
34953,NaN,0.037436,0.022180,-81.307375
34954,NaN,0.037651,0.022855,-81.309092
34955,NaN,0.036072,0.023250,-81.308649
34956,NaN,0.036180,0.023008,-81.307973
34957,NaN,0.036152,0.023079,-81.308909
34958,NaN,0.037035,0.022675,-81.308922
34959,NaN,0.037036,0.022756,-81.308242
34960,NaN,0.037251,0.023432,-81.309959
34961,NaN,0.038327,0.025211,-81.309906
34962,NaN,0.036963,0.026201,-81.311861
34963,NaN,0.035383,0.026595,-81.311418
